model,var,layer,kind,value
inceptionv4,0,block1,average,0.330544412158
inceptionv4,0,block1,100ms,0.340753837148
inceptionv4,0,block1,200ms,0.254008809468
inceptionv4,0,block2,average,0.360980991699
inceptionv4,0,block2,100ms,0.374325111229
inceptionv4,0,block2,200ms,0.276769200285
inceptionv4,0,block3,average,0.404714828808
inceptionv4,0,block3,100ms,0.422232953562
inceptionv4,0,block3,200ms,0.302878467491
inceptionv4,0,block4,average,0.427732732574
inceptionv4,0,block4,100ms,0.45462769987
inceptionv4,0,block4,200ms,0.313963227689
inceptionv4,0,block5,average,0.431585082072
inceptionv4,0,block5,100ms,0.469699471749
inceptionv4,0,block5,200ms,0.299202011395
inceptionv4,0,block6,average,0.442465584879
inceptionv4,0,block6,100ms,0.472942742725
inceptionv4,0,block6,200ms,0.325980520328
inceptionv4,0,block7,average,0.428633607587
inceptionv4,0,block7,100ms,0.451830027442
inceptionv4,0,block7,200ms,0.315496642245
inceptionv4,0,block8,average,0.478232447056
inceptionv4,0,block8,100ms,0.478878454745
inceptionv4,0,block8,200ms,0.337612695054
inceptionv4,0,block9,average,0.472880661181
inceptionv4,0,block9,100ms,0.479993137616
inceptionv4,0,block9,200ms,0.331207536744
inceptionv4,0,block10,average,0.447286053891
inceptionv4,0,block10,100ms,0.50094435951
inceptionv4,0,block10,200ms,0.329047470577
inceptionv4,0,block11,average,0.463093401266
inceptionv4,0,block11,100ms,0.465263347193
inceptionv4,0,block11,200ms,0.336052070091
inceptionv4,0,block12,average,0.443243221888
inceptionv4,0,block12,100ms,0.474756416967
inceptionv4,0,block12,200ms,0.350686911869
inceptionv4,0,block13,average,0.435714721779
inceptionv4,0,block13,100ms,0.444715149788
inceptionv4,0,block13,200ms,0.331100781183
inceptionv4,0,block14,average,0.46103928841
inceptionv4,0,block14,100ms,0.474339008837
inceptionv4,0,block14,200ms,0.352069959879
inceptionv4,0,block15,average,0.459064027723
inceptionv4,0,block15,100ms,0.442885195785
inceptionv4,0,block15,200ms,0.374403922599
inceptionv4,0,block16,average,0.474004369257
inceptionv4,0,block16,100ms,0.433824482862
