model,var,layer,kind,value
vgg16,0,pool1,average,0.354039669264
vgg16,0,pool1,100ms,0.36522706775
vgg16,0,pool1,200ms,0.252952594128
vgg16,0,pool2,average,0.38089112163
vgg16,0,pool2,100ms,0.396856983233
vgg16,0,pool2,200ms,0.319499753711
vgg16,0,pool3,average,0.476284042941
vgg16,0,pool3,100ms,0.487296001747
vgg16,0,pool3,200ms,0.355607582821
vgg16,0,pool4,average,0.500072150502
vgg16,0,pool4,100ms,0.503056147575
vgg16,0,pool4,200ms,0.368612452654
vgg16,0,pool5,average,0.460562507229
vgg16,0,pool5,100ms,0.45682013044
vgg16,0,pool5,200ms,0.3587707381
vgg16,0,fc6,average,0.437608396366
vgg16,0,fc6,100ms,0.423968304378
vgg16,0,fc6,200ms,0.322952382755
vgg16,0,fc7,average,0.41413037701
vgg16,0,fc7,100ms,0.374174380899
vgg16,0,fc7,200ms,0.290629296272
vgg16,0,fc8,average,0.387143921436
vgg16,0,fc8,100ms,0.3763270419
vgg16,0,fc8,200ms,0.282931530915
vgg16,3,pool1,average,0.166514584528
vgg16,3,pool1,100ms,0.192634463362
vgg16,3,pool1,200ms,0.106999626656
vgg16,3,pool2,average,0.226625961151
vgg16,3,pool2,100ms,0.254697420546
vgg16,3,pool2,200ms,0.145385785586
vgg16,3,pool3,average,0.366320459603
vgg16,3,pool3,100ms,0.358791830372
vgg16,3,pool3,200ms,0.220143385346
vgg16,3,pool4,average,0.469069031984
vgg16,3,pool4,100ms,0.454138561776
vgg16,3,pool4,200ms,0.299192203195
vgg16,3,pool5,average,0.434945660931
vgg16,3,pool5,100ms,0.402416515933
vgg16,3,pool5,200ms,0.319424557535
vgg16,3,fc6,average,0.400979059923
vgg16,3,fc6,100ms,0.371077761533
vgg16,3,fc6,200ms,0.27315815238
vgg16,3,fc7,average,0.324424445687
vgg16,3,fc7,100ms,0.309081673723
vgg16,3,fc7,200ms,0.232018985068
vgg16,3,fc8,average,0.29591868314
vgg16,3,fc8,100ms,0.275309213436
vgg16,3,fc8,200ms,0.227085871603
vgg16,6,pool1,average,0.145072256232
vgg16,6,pool1,100ms,0.169167299054
vgg16,6,pool1,200ms,0.0748640971888
vgg16,6,pool2,average,0.236144356536
vgg16,6,pool2,100ms,0.274669987834
vgg16,6,pool2,200ms,0.134978990116
vgg16,6,pool3,average,0.344242067743
vgg16,6,pool3,100ms,0.383766541066
vgg16,6,pool3,200ms,0.207406448633
vgg16,6,pool4,average,0.437744514219
vgg16,6,pool4,100ms,0.426578327415
vgg16,6,pool4,200ms,0.280638776886
vgg16,6,pool5,average,0.425303784182
vgg16,6,pool5,100ms,0.371490472469
vgg16,6,pool5,200ms,0.318376885427
vgg16,6,fc6,average,0.374144990883
vgg16,6,fc6,100ms,0.3341404979
vgg16,6,fc6,200ms,0.296628060197
vgg16,6,fc7,average,0.301723788952
vgg16,6,fc7,100ms,0.284644519769
vgg16,6,fc7,200ms,0.242549460009
vgg16,6,fc8,average,0.281654882637
vgg16,6,fc8,100ms,0.259845111387
vgg16,6,fc8,200ms,0.218295576592
